pid,nombre,type,country,state,municipality,address,phone,email,web,social_media1,social_media2,,,
org119,Comité de Familiares de Migrantes Desaparecidos de Guatemala (AFAMIDEG),Colectivo,Guatemala,Guatemala,,,,afamideg.guate@gmail.com,,https://www.facebook.com/Afamideg-2027357380856787/,,,,
org120,Comité de Familiares de Migrantes Desaparecidos del Centro de Honduras (COFAMICENH),Colectivo,Honduras,Honduras,,,,,,https://www.facebook.com/Cofamicenh-1635491680066764/,,,,
org121,Comité de Familiares de Migrantes Desaparecidos del Ecuador,Colectivo,Ecuador,Ecuador,,,,info@peaceinsight.org,https://www.peaceinsight.org/ar/organisations/cofamide/?location=&theme,,,,,
org122,Comité de Familiares de Migrantes Desaparecidos del Progreso (COFAMIPRO),Colectivo,Honduras,Honduras,,,50497825946,,http://www.cofamiprohonduras.org/,https://www.facebook.com/Cofamipro-Comite-de-Familiares-de-Migrantes-Desaparecidos-del-Progreso-107037279389677/?ref=page_internal,,,,
org123,"Comité de Familiares de Personas Detenidas Desaparecidas en México, COFADDEM ""Alzando Voces""",Colectivo,México,Michoacán,,,524433778384,contacto@cofaddem.org,https://cofaddem.org/?fbclid=IwAR1eoQc8iqejSqsO1XaUD4dmprGvnos9lZ0ZI2TrkflZzS5tH5W00_UIPf8,https://www.facebook.com/CofaddemAlzandoVoces/,,,,
org124,Comité de Familias Migrantes Desaparecidos del Salvador (COFAMIDE),Colectivo,El Salvador,El Salvador,San Salvador,"Centro Histórico de SS, San Salvador, El Salvador",22228292,cofamide.elsalvador@yahoo.com,http://www.cofamide.org.sv,https://www.facebook.com/Cofamide/,,,,
org125,Comité Desaparecidos en Guerrero,Colectivo,México,Guerrero,,,527475174207,tadecoac@hotmail.com,,https://www.facebook.com/comitedesaparecidos/,,,,
org126,Comité Internacional de la Cruz Roja,InternationalOrganization,México,Ciudad de México,Miguel Hidalgo,"Calzada General Mariano Escobedo 526, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, México",525525812110,mex_mexico@icrc.org,https://www.icrc.org/es/where-we-work/americas/mexico,https://www.facebook.com/ICRCespanol/,https://twitter.com/cicr_es?lang=en,,,
org127,Comunidad Ciudadana en Búsqueda de Desaparecidos,Colectivo,México,Tamaulipas,,,,,,https://www.youtube.com/watch?v=4sznTAZDlXc,,,,
org128,Consejo de la Judicatura Federal (CJF),FederalGovernment,México,Ciudad de México,,"Insurgentes Sur 2417, San Ángel. Álvaro Obregón, C.P. 01000, Ciudad de México",525554908000,,https://www.cjf.gob.mx/,https://twitter.com/CJF_Mx,,,,
org129,Consejo Nacional Ciudadano,NGO,México,Ciudad de México,,,,consejociudadano_snb@outlook.com,https://consejonacionalbúsqueda.org/,"https://www.facebook.com/CCiudadanoSNBmx/

",,,,
org130,Corazones Ausentes,Colectivo,México,Veracruz,,,522961109998,corazonesausentes@hotmail.com,,https://www.facebook.com/Colectivo-Corazones-Ausentes-578163766196243/,,,,
org131,Data Cívica,NGO,México,Ciudad de México,,,,,https://datacivica.org/,https://www.facebook.com/datacivica,https://twitter.com/datacivica,,,
org132,De Frente Hasta Encontralos,Colectivo,México,Tamaulipas,,,,,,https://www.facebook.com/Luz-De-Esperanza-414853388992861/,,,,
org133,De Pie Hasta Encontrarte Guanajuato ,Colectivo,México,Guanajuato,,,4721598142,sandrasanchez28887@gmail.com,,https://www.facebook.com/Colectivo-De-Pie-Hasta-Encontrarte-Guanajuato-102622641687088/?hc_ref=ARRDrO25Y4Yd2taNy7BIgZuM7gsMpIavp6Us1W9wqM5zQS4b9pLr29YLKI1jzvUtpi4&fref=nf&__tn__=kC-RR,,,,
org134,Desaparecer en Baja California,NGO,México,Baja California,,,,,https://desaparecerenbc.elementaddhh.org/,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdesaparecerenbc.elementaddhh.org&t=Desaparecer%20en%20Baja%20California%20%E2%80%94%20Un%20espacio%20para%20la%20memoria%20colectiva.,,,,
org135,Desaparecidas en Puebla,Colectivo,México,Puebla,,,,,,https://www.facebook.com/DesaparecidasPuebla/,,,,
org136,Desaparecidas en Sonora,Colectivo,México,Sonora,,,,,,https://www.facebook.com/desaparecidosensonora/,,,,
org137,Desaparecidos Córdoba Veracruz,Colectivo,México,Veracruz,,,,,,https://www.facebook.com/Desaparecidos-C%C3%B3rdoba-Veracruz-1608380476097242/,,,,
org138,Desaparecidos del Fuerte Sinaloa,Colectivo,México,Sinaloa,Ahome,,,,,"https://www.facebook.com/groups/751644074902701
",,,,
org139,Desaparecidos en Honduras,NGO,Honduras,,,,,,,https://www.facebook.com/desaparecidoshonduras/,,,,
org140,Desaparecidos En La Frontera,Solidarity,US-México,,,,9123240143,,,https://www.facebook.com/Desaparecidos-En-La-Frontera-474258846064199/timeline/,,,,
org141,Desaparecidos en Sinaloa (Jesús A. Bustamante Rivera),Journalism,México,Sinaloa,,,,,https://desaparecidosensinaloa.com/contacto/,https://www.facebook.com/Desaparecidos-en-Sinaloa-102000761588297/,,,,
org142,Desaparecidos Justicia AC Querétaro,Colectivo,México,Querétaro,,,,djusticiacqueretaro@gmail.com,,https://www.facebook.com/desaparecidosjusticia.ac.queretaro/,,,,
org143,Desaparecidos y no localizados en Baja California,Colectivo,México,Baja California,,,6648223529,,,https://www.facebook.com/Desaparecidos-y-no-localizados-en-Baja-California-104786874754396/,,,,
org144,Deudos y Defensores por la Dignidad de Nuestros Desaparecidos,Colectivo,México,Estado de México,,,,,,https://www.facebook.com/groups/FAMILIARESDESAPARECIDOS/,https://twitter.com/deudosd,,,
org145,Deutsche Menschenrechtskoordination Mexiko (Coordinación Alemana por los Derechos Humanos en México),NGO,Alemania,,,"Am Sudhaus 2, 12053 Berlin, Germany",4903047382710,"info@mexiko-koordination.de, presse@mexiko-koordination.de",https://www.mexiko-koordination.de/?l=de,,,,,
org146,"El Centro de Derechos Humanos Fray Bartolomé de Las Casas, A.C., (Frayba)",NGO,México,Chiapas,,"Brasil 14, Barrio de Mexicanos, 29240 San Cristóbal de las Casas, Chis., Mexico",01 9676787395,frayba@frayba.org.mx,https://frayba.org.mx/contacto/,https://twitter.com/CdhFrayba,,,,
org147,El Día Después,NGO,México,,,,,contacto@eldiadespues.mx,https://eldiadespues.mx/contactanos/,https://www.facebook.com/eldiadespuesmx,,,,
org148,El Movimiento por Nuestros Desaparecidos en México,NGO,México,,,,,,https://memoriamndm.org/,https://www.facebook.com/movNDmx,,,,
org149,"En busca de Nuestros Desaparecidos en Navolato, Sinaloa",Colectivo,México,Sinaloa,Navolato,,526673527665,vampiiira8@gmail.com,,https://www.facebook.com/Colectivo-En-Busca-de-Nuestros-Desaparecidos-en-Navolato-Sin-AC-105438918250884/,,,,
org150,En búsqueda de verdad y justicia para los nuestros,Colectivo,México,Nayarit,,,523111030068,pinzonlety@hotmail.com,,https://www.facebook.com/bvj09/,,,,
org151,En Búsqueda Los Cabos,Colectivo,México,Baja California Sur,,,,,,https://www.facebook.com/En-búsqueda-Los-Cabos-165171610704965/,,,,
org152,Enlaces Familiares Xalapa,Colectivo,México,Veracruz,Xalapa,,,,,https://www.facebook.com/familias.enlacesxalapa,,,,
org153,Entre El Cielo y Tierra No Hay Nada Oculto,Colectivo,México,Jalisco,,,523939337561,entrecieloytierra00@gmail.com,,"https://www.facebook.com/ColectivoEntreCieloYTierra/
",https://twitter.com/CieloColectivo,,,
org154,Eslabones Nuevo León Por Los Derechos Humanos,Colectivo,México,Nuevo León,,,5584900257,eslabonesregionnorte@gmail.com,,https://www.facebook.com/eslabonl/,https://twitter.com/eslabones_nl,,,
org155,Espacio OSC,NGO,México,,,,,contacto@espacio.osc.mx,https://espacio.osc.mx/sobre-espacio-osc/,https://twitter.com/EspacioOsc,,,,
org156,Familares en tu búsqueda Michoacán ,Colectivo,México,Michoacán,,,524434035312,,,https://www.facebook.com/pages/category/Personal-Blog/Familiares-en-tu-b%C3%BAsqueda-Michoac%C3%A1n-118491346403800/,,,,
org157,Familiares acompañados por el Centro de Derechos Humanos de las Mujeres (CEDHEM),Colectivo,México,Chihuahua,Chihuahua,,526144154152,comunicacion@cedehm.org.mx,https://cedehm.org.mx/es/donde-estan/,https://www.facebook.com/CentroCEDEHM,https://twitter.com/cedehm,,,
org158,Familiares Caminando Por Justicia,Colectivo,México,Michoacán,,,524434848206,caminandoxlajusticia@hotmail.com,https://caminandoxjusticia.wixsite.com/misitio?fbclid=IwAR1nH2LCxINCHvGGhQLhJgs3E01aEhOX4rUP_2_VSV1u4SYONj8vOvO3rsM,https://www.facebook.com/CaminandoxJusticia/,https://www.instagram.com/Caminandoxjusticia/?fbclid=IwAR2otEFkQbf2wIh2fkXhoWXTG_xYBzO74v_T0SBp0NJe6PzFQrvyOENm2YE,,,
org159,Familiares en Búsqueda María Herrera,Colectivo,México,Veracruz,Poza Rica,,,familiaresenbúsqueda@gmail.com,,https://www.facebook.com/búsquedadefamiliaresmx/,https://twitter.com/fam_búsqueda,,,
org160,Familiares en Búsqueda María Herrera,Colectivo,México,Nacional,,,,familiaresenbúsqueda@gmail.com,,https://www.facebook.com/búsquedadefamiliaresmx/?ref=page_internal,https://twitter.com/fam_búsqueda,,,
org161,Familias de Acapulco en Busca de sus Desaparecidos A.C.,Colectivo,México,Guerrero,Acapulco,,7442850141,familiasdeacapulco.enbusca@hotmail.com,https://www.desaparecidosacapulco.com/nuestra-historia/,https://www.facebook.com/Familias-de-Acapulco-en-Busca-de-sus-Desaparecidos-A-C-751258501685049,https://twitter.com/FamdeAcaenBusca,,,
org162,Familias Desaparecidos Orizaba - Córdoba,Colectivo,México,Veracruz,Orizaba,,,,,https://www.facebook.com/Colectivo-Familias-Desaparecidos-Orizaba-Cordoba-218804322025217/about/?ref=page_internal,https://twitter.com/desaparecidosOC,,,
org163,Familias recuperando tesoros en Puerto Peñasco,Colectivo,México,Sonora,Puerto Peñasco,"Blvd. Benito Juárez García 4073, Centro, 83550 Puerto Peñasco, Son., Mexico",526381148452,,,https://www.facebook.com/Familias-recuperando-tesoros-en-puerto-pe%C3%B1asco-119960066434143/,,,,
org164,"Familias Unidas en busca de una esperanza, Zacatecas",Colectivo,México,Zacatecas,,,,lupita-vp2003@hotmail.com,,https://www.facebook.com/Familias-Unidas-en-busca-de-una-esperanza-Zacatecas-129036964495276/about/?ref=page_internal,,,,
org165,Familias Unidas en Contra de la Impunidad de Mexicali Baja California,Colectivo,México,Baja California,Mexicali,,526861658988,yudithcuevas7@gmail.com,,https://www.facebook.com/Colectivo-Familias-Unidas-en-Contra-de-la-Impunidad-102959641091042/,,,,
org166,Familias Unidas por la Verdad y la Justicia,Colectivo,México,Chihuahua,Ciudad Juárez,,526566744852,psicologiaporlapaz@gmail.com,,https://www.facebook.com/Familias-Unidas-por-la-Verdad-y-la-Justicia-105669884645627/,https://twitter.com/unidasverdad?lang=en,,,
org167,Familias Unidas por Nayarit,Colectivo,México,Nayarit,,,523112357971,sanfat0707@hotmail.com,,https://www.facebook.com/cofaunay/,https://twitter.com/cofaunnay,,,
org168,Familias Unidos por Nuestros Desaparecidos,Colectivo,México,,,,,,,https://www.facebook.com/Colectivo-Familias-Unidos-Por-Nuestros-Desaparecidos-109347694005791/,,,,
org169,Federación Latinoamericana de Asociaciones de Familiares de Detenidos-Desaparecidos (FEDEFAM),NGO,América Latina,,,,5825640503,fedefamorg@cantv.net,http://www.desaparecidos.org/fedefam/,,,,,
org170,Fiscalía Contra la Desaparición Forzada de Personas y la Cometida por Particulares - Chiapas,LocalGovernment,México,Chiapas ,,"Libramiento Norte y Rosa Oriente 2010, El Bosque, 29049 Tuxtla Gutiérrez, Chis., México",9616172300 Ext. 17541,fcdfpcp@fge.chiapas.gob.mx,https://www.fge.chiapas.gob.mx/Informacion/Directorio/Organo?id=1058,https://www.facebook.com/FGEChiapasOficial/,,,,
org171,"Fiscalía de Distrito, Zona Centro, Chihuahua",LocalGovernment,México,Chihuahua ,,"Av. Teófilo Borunda y calle 25 s/n, Colonia Santo Niño. Chihuahua, Chih.","614429-3300 Ext. 14289, 14283",,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-centro/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org172,"Fiscalía de Distrito, Zona Noroeste, Chihuahua",LocalGovernment,México,Chihuahua ,,"Avenida Naciones Unidas s/n, Colonia Centro C.P. 31700",636649 0977 Ext.: 51019 y 56859,,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-noroeste/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org173,"Fiscalía de Distrito, Zona Norte, Chihuahua",LocalGovernment,México,Chihuahua ,,"Eje Vial Juan Gabriel y Aserraderos, col. San Antonio, Ciudad Juárez, Chih.","614429-3300 Ext. 56374, 56370",,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-norte/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org174,"Fiscalía de Distrito, Zona Occidente, Chihuahua",LocalGovernment,México,Chihuahua ,,"Calle Séptima y Guatemala s/n Colonia Agrícola San Antonio C.P. 31510, Ciudad Cuauhtémoc, Chihuahua.","614429-3300 Ext. 77049, 77065, 77073",,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-occidente/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org175,"Fiscalía de Distrito, Zona Sur, Chihuahua",LocalGovernment,México,Chihuahua ,,"Hgo. del Parral Chih. Edificio de Gobierno, Av. 20 de noviembre #32, Col. Centro, CP. 338800","8627523 95 00 Ext. 77303, 77304",,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-sur/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org176,Fiscalía de Investigación y Persecución de los Delitos en Materia de Desaparición Forzada de Personas y la Desaparición Cometida por Particulares y Búsqueda de Personas Desaparecidas - Ciudad de México,LocalGovernment,México,Ciudad de México,,"Av. Jardin 356, Col del Gas, Azcapotzalco, 02950 Ciudad de México, CDMX, México",53455067,gestion_fiscal@fgjcdmx.gob.mx,https://www.fgjcdmx.gob.mx/nuestros-servicios/servicios-la-ciudadania/consulta-fipede,"https://twitter.com/FiscaliaCDMX
https://www.facebook.com/FGJCiudadDeMéxico/. ",,,,
org177,Fiscalía Especial en Personas Desaparecidas del Estado de Jaslico,LocalGovernment,México,Jalisco ,,"C. 14 2550, Colón Industrial, 44940 Guadalajara, Jal., México",3337386000 Ext:12115 y 12116,blancajacqueline.trujillo@jalisco.gob.mx,https://fiscalia.jalisco.gob.mx/,https://www.facebook.com/FiscaliaJal/,,,,
org178,Fiscalía Especializada de Desaparición Forzada de Personas del Estado de Morelos,LocalGovernment,México,Morelos ,,"Boulevard Apatlaco 165, Colonia Campo del Rayo, Temixco, Morelos, 62590 ",7771091248,,,,,,,
org179,Fiscalía Especializada en Investigación de los Delitos de Desaparición Forzada de Personas y Desaparición Cometida por Particulares - Puebla,LocalGovernment,México,Puebla,,"Privada de la 5 B Sur, Colonia Gabriel Pastor. C.P 72420",2222146405,fiscalia.desaparicion@fiscalia.puebla.gob.mx,https://fiscalia.puebla.gob.mx/index.php/tramites-y-servicios/servicios/recepcion-de-denuncias-desaparicion-forzada,,,,,
org180,Fiscalía Especializada en Investigaciones de Violaciones de Derechos Humanos y Desaparición Forzada - Chihuahua,LocalGovernment,México,Chihuahua ,,"Av. Paseo Bolívar 712, Bolívar, Zona Centro, 31000 Chihuahua, Chih., México",6144293300 Ext. 11308,,http://fiscalia.chihuahua.gob.mx/fiscalia-especializada-en-investigaciones-de-violaciones-de-derechos-humanos-y-desaparicion-forzada/,https://www.facebook.com/fiscaliachihuahua,,,,
org181,Fiscalía Especializada en la Investigación de Delitos de Desaparición Forzada de Personas en Tamaulipas ,LocalGovernment,México,Tamaulipas,Ciudad Victoria ,"C.P. 87039, Ciudad Victoria, Tamaulipas, México",8343185118,,https://www.fgjtam.gob.mx/facultades-de-areas/fiscalia-especializada-de-personas-no-localizadas/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.fgjtam.gob.mx%2Ffacultades-de-areas%2Ffiscalia-especializada-de-personas-no-localizadas%2F,,,,
org182,Fiscalía Especializada en Materia de Desaparición Forzada y Búsqueda de Personas Desaparecidas - Guerrero,LocalGovernment,México,Guerrero ,,"René Juárez Cisneros S/N, El Potrerito, 39098 Chilpancingo de los Bravo, Gro., México",18008327692,,https://fiscaliaguerrero.gob.mx/category/alba/,https://www.facebook.com/fiscaliaguerrero?_rdr=p,,,,
org183,Fiscalía Especializada en Materia de Desaparición y Localización de Personas - Aguascalientes,LocalGovernment,México,Aguascalientes,,"Av Héroe de Nacozari S/N, San Luís, 20250 Aguascalientes, Ags., México","014494782800, Conmutador 6028, Ext: 6020 y 6040",capea@fiscalia-aguascalientes.gob.mx,https://www.fiscalia-aguascalientes.gob.mx/CAPEA.aspx,,,,,
org184,Fiscalía Especializada en Personas Desaparecidas y No Localizadas - Tlaxcala ,LocalGovernment,México,Tlaxcala,,"Liramiento Poniente Sn, Col. Unitlax, 90000 Tlaxcala de Xicohténcatl, Tlax., México",2466888048,mp_desaparecidos@pgjtlaxcala.gob.mx,https://fepdnl.pgjtlaxcala.gob.mx/,https://www.facebook.com/Fiscal%C3%ADa-de-B%C3%BAsqueda-de-Personas-Desaparecidas-del-estado-de-Tlaxcala-111354943552904/,,,,
org185,"Fiscalía Especializada para la Atención de Desaparición Forzada de Personas - Zacatecas
",FederalGovernment,México,Zacatecas ,,"Lomas del Patrocinio, 98000 Zacatecas, México",4923452996,,https://catalogoestatal.zacatecas.gob.mx/tramites/357,https://www.facebook.com/FiscaliaZac,,,,
org186,Fiscalia Especializada para la Búsqueda de Personas Desaparecidas e Investigaciòn de la Desaparicion Forzada de Personas FGE - Tabasco,LocalGovernment,México,Tabasco,Villahermosa,"Av Paseo Usumacinta 802, Gil y Saenz, 86070 Villahermosa, Tab., México",019933136550ext4074,"personasdesaparecidas16@gmail.com 
bdpersonas2@fiscaliatabasco.gob.mx
bdpersonas@fiscaliatabasco.gob.mx",https://www.fiscaliatabasco.gob.mx/AtencionVictimas/PersonasDesaparecidas,https://www.facebook.com/PersonasDesaparecidasTAB/?ref=page_internal,,,,
org187,Fiscalía Especializada para la Investigación y Persecución de los Delitos de Desaparición Forzada de Personas y Desaparición Cometida por Particulares - Michoacán,LocalGovernment,México,Michoacán ,,"Calz La Huerta 3056, 58086 Morelia, Mich., México",4433082228,fiscaliadesaparecidos@fiscaliamichoacan.gob.mx,https://directorio.fiscaliamichoacan.gob.mx/Oficina/MjA1NQ==,https://www.facebook.com/FiscaliaMich/,,,,
org188,Fiscalía Especializada para la Investigación y Persecusión de Delitos en Materia de Desaparición Forzada de Personas y Desaparición Cometida por Particulares - Estado de México,LocalGovernment,México,Estado De México ,,"Calle Paseo Matlatzincas 1100, La Teresona, 50040 Toluca de Lerdo, Méx., México ",17222832012,"fiscaliadesaparecidos2014@gmail.com    
",http://www.fiscaliadesaparecidosedomex.org.mx/,,,,,
org189,Fiscalía General de Aguascalientes,LocalGovernment,México,Aguascalientes ,Aguascalientes ,"Av. Héroe de Nacozari 201 (Edif. de Policía Ministerial) Col. San Luis, Aguascalientes, Ags., México",8008013324,"capea@fiscalia-aguascalientes.gob.mx 
buzon.fgea@fiscalia-aguascalientes.gob.mx",https://www.fiscalia-aguascalientes.gob.mx/,https://www.facebook.com/profile.php?id=100064379631884,https://twitter.com/capea_ags,,,
org190,Fiscalía General de Baja California,LocalGovernment,México,Baja California ,,"Calz. de los Presidentes 1199, Río Nuevo, 21120 Mexicali, B.C., México",526869044100,webmaster@fgebc.gob.mx,https://fgebc.gob.mx/conocenos/servicios/nolocalizados,https://www.facebook.com/fgebaja,,,,
org191,Fiscalía General de Campeche,LocalGovernment,México,Campeche,Campeche ,"Av López Portillo S/N, Sascalum, 24095 Campeche, Camp., México",9818119400,pgj@pgj.campeche.gob.mx,http://www.fgecam.campeche.gob.mx/?page_id=74,https://www.facebook.com/FiscaliaGeneralDelEstadoDeCampeche,https://twitter.com/fgecam?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,
org192,"Fiscalía General de Cancún, Quintana Roo",LocalGovernment,México,Quintana Roo,Cancún,"Av. Xcaret esquina Kabah, Supermanzana 21, Manzana 3, Lote 13 C.P. 77500.",998 881 7150,,https://www.fgeqroo.gob.mx/portal/,https://www.facebook.com/FGEQuintanaRoo/,https://twitter.com/FGEQuintanaRoo,,,
org193,"Fiscalía General de Celaya, Guanajuato",LocalGovernment,México,Guanajuato ,Celaya ,"Avenida Heliotropo S/N Col. Las Flores Celaya, Gto.",4737352100,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org194,"Fiscalía General de Chetumal, Quintana Roo",LocalGovernment,México,Quintana Roo,Chetumal,"Av. Adolfo López Mateos No. 500 esq. Av. Nápoles. Chetumal, Quintana Roo, C.P. 77035.",9838350050,,https://www.fgeqroo.gob.mx/portal/,https://www.facebook.com/FGEQuintanaRoo/,https://twitter.com/FGEQuintanaRoo,,,
org195,Fiscalía General de Chiapas,LocalGovernment,México,Chiapas ,Tuxtla Gutiérrez,"Libramiento Norte y Rosa del Oriente Num. 2010, El Bosque, C.P. 29049, Tuxtla Gutiérrez, Chiapas",9616172300 Ext.17541,fcdfpcp@fge.chiapas.gob.mx,https://www.fge.chiapas.gob.mx/Informacion/Directorio/Organo/1058,https://www.facebook.com/FGEChiapasOficial,https://twitter.com/FGEChiapas?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,
org196,Fiscalía General de Ciudad de México,LocalGovernment,México,Ciudad de México,,"Calle Gral. Gabriel Hernández 56 Colonia Doctores, Alcaldía Cuauhtémoc C.P. 06720, Ciudad de México",555200 9000,gestion_fiscal@fgjcdmx.gob.mx,https://www.fgjcdmx.gob.mx/,https://www.facebook.com/FGJCiudadDeMexico/,https://twitter.com/FiscaliaCDMX,,,
org197,Fiscalía General de Coahuila,LocalGovernment,México,Coahuila ,Saltillo,"Humberto Castilla Salas 600, Nuevo Centro Metropolitano de Saltillo, 25050 Saltillo, Coah., México",8444380700,fiscaliageneraldel estado@coahuila.gob.mx,http://www.fiscaliageneralcoahuila.gob.mx/,https://www.facebook.com/FGECOAHUILAoficial/,https://twitter.com/fgecoahuila,,,
org198,Fiscalía General de Colima,LocalGovernment,México,Colima ,,"Av. Ejercito Mexicano #200, Col. Los trabajadores, Colima, Col.",31231645 Ext. 22600,comunicacionsocialfge@fgecolima.mx,http://www.fgecolima.mx/index.php,https://www.facebook.com/FiscaliaColima/,,,,
org199,Fiscalía General de Durango,LocalGovernment,México,Durango ,,"Km 7.5, Durango - Torreon, Cd Industrial, 34208 Durango, México",6181373730,,http://fiscalia.durango.gob.mx/guia-por-delito/desaparicion-de-personas/,https://www.facebook.com/DgoFiscalia/,https://twitter.com/dgofiscalia,,,
org200,Fiscalía General de Guanajuato,LocalGovernment,México,Guanajuato ,Guanajuato,"Complejo Miguel Hidalgo y Costilla, Camino a San José de Cervera 140 Guanajuato, Gto.",4737352100,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org201,Fiscalía General de Guerrero,LocalGovernment,México,Guerrero,,"René Juárez Cisneros S/N, El Potrerito, 39098 Chilpancingo de los Bravo, Gro., México",7474942999,,https://fiscaliaguerrero.gob.mx/,https://www.facebook.com/fiscaliaguerrero,https://twitter.com/FGEGuerrero?ref_src=twsrcgoogletwcampserptwgrauthor,,,
org202,Fiscalía General de Hidalgo,LocalGovernment,México,Hidalgo,Pachuca ,"Carretera México – Pachuca Km 84.5, Centro  Cívico Pachuca de Soto, Hidalgo, México ",7717179000 Ext. 9217,webhgo@hidalgo.gob.mx,https://procuraduria.hidalgo.gob.mx/,https://www.facebook.com/pgjeh/,https://twitter.com/PGJE_Hidalgo?lang=es,,,
org203,"Fiscalía General de Irapuato, Guanajuato",LocalGovernment,México,Guanajuato ,Irapuato,"Teresa Vara S/N Colonia Morelos Irapuato, Gto.",4737352100,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org204,Fiscalía General de Jalisco,LocalGovernment,México,Jalisco ,,"C. Ignacio Herrera y Cairo, 44200 Guadalajara, Jal., México",3338376000,,https://fge.jalisco.gob.mx/,https://www.facebook.com/FiscaliaJal/,https://twitter.com/fiscaliajal,,,
org205,Fiscalía General de la República,FederalGovernment,México,Ciudad de México,,"Insurgentes Glorieta No. 20, Insurgentes Avenue, 06700 Col. Roma Norte, México City",53460000,gobmx@funcionpublica.gob.mx,https://www.gob.mx/fgr,https://www.facebook.com/gobMéxico,,,,
org206,"Fiscalía General de León, Guanajuato",LocalGovernment,México,Guanajuato ,León,"Carretera León-Cuerámaro K.M 4.5 Edificio de Prevención Social y Justicia Ciudad Industrial León, Gto.",4737352100,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org207,Fiscalía General de Michoacán,LocalGovernment,México,Michoacán,,"Perif. Paseo de la República #5000, Sentimientos de la Nación, 58170 Morelia, Mich., México",4433223600,,https://www.fiscaliamichoacan.gob.mx/,https://www.facebook.com/FiscaliaMich/,https://twitter.com/FiscaliaMich?lang=es,,,
org208,Fiscalía General de Morelos,LocalGovernment,México,Morelos,,"Ard, Blvd. Apatlaco 165, Campo Del Rayo, 62590 Temixco, Mor., México",7773291500,,https://fiscaliamorelos.gob.mx/,https://www.facebook.com/FiscaliaGeneralMorelos/,https://twitter.com/Fiscalia_Mor,,,
org209,Fiscalía General de Nayarit,LocalGovernment,México,Nayarit ,,"Av. Tecnológico 3825, Microindustria, 63173 Tepic, Nay., México",3111296000,fiscalgeneral@nayarit.gob.mx,https://fiscaliageneral.nayarit.gob.mx/web/?fbclid=IwAR2Ki8120y0lieUFRpGG0FA0uAfi67Y_Ct4siHWTN7Ku9xcab4AKjPKD8Jo,"https://twitter.com/NayaritFiscalia
FB; https://www.facebook.com/FiscaliaNayarit/",,,,
org210,Fiscalía General de Nuevo León,LocalGovernment,México,Nuevo León,,"C. San Luis Potosí 301, Independencia, 64720 Monterrey, N.L., México",8120204000,,https://www.nl.gob.mx/pgj,https://www.facebook.com/fiscaliageneraldejusticianl,https://twitter.com/fiscalianl,,,
org211,Fiscalía General de Oaxaca,LocalGovernment,México,Oaxaca ,,"Carretera Puerto Escondido s/n, 71257 Reyes Mantecón, Oax., México",5016900 ext. 20602,fiscaliacomsoc@gmail.com,http://fge.oaxaca.gob.mx/index.php/personas-desaparecidas,https://www.facebook.com/FISCALIAGobOax//,,,,
org212,"Fiscalía General de Playa del Carmen, Quintana Roo",LocalGovernment,México,Quintana Roo,Playa del Carmen ,"Calle Zapote S/N entre Ceiba y Caoba, Misión Villamar 1 C.P. 77710.",9848730163,,https://www.fgeqroo.gob.mx/portal/,https://www.facebook.com/FGEQuintanaRoo/,https://twitter.com/FGEQuintanaRoo,,,
