pid,nombre,type,country,state,municipality,address,phone,email,web,social_media1,social_media2,,,
org117,"Comité de apoyo a familiares de Desaparecidos en San Miguel Cajonos, Oaxaca",Colectivo,México,Oaxaca,,,,federicoyalvarodesaparecidos@gmail.com,,https://www.facebook.com/federicoyalvarodesaparecidos/,,,,
org118,Comité de Familiares de Detenidos Desaparecidos,ONG,México,Oaxaca,,,55-23-38-56-59,hastaencontrarlos@gmail.com,http://hastaencontrarlos.org/spip.php?rubrique41,https://www.facebook.com/hastaencontrarlos/,,,,
org119,Comité de Familiares de Migrantes Desaparecidos de Guatemala (AFAMIDEG),Colectivo,Guatemala,Guatemala,,,,afamideg.guate@gmail.com,,https://www.facebook.com/Afamideg-2027357380856787/,,,,
org120,Comité de Familiares de Migrantes Desaparecidos del Centro de Honduras (COFAMICENH),Colectivo,Honduras,Honduras,,,,,,https://www.facebook.com/Cofamicenh-1635491680066764/,,,,
org121,Comité de Familiares de Migrantes Desaparecidos del Ecuador,Colectivo,Ecuador,Ecuador,,,,info@peaceinsight.org,https://www.peaceinsight.org/ar/organisations/cofamide/?location=&theme,,,,,
org122,Comité de Familiares de Migrantes Desaparecidos del Progreso (COFAMIPRO),Colectivo,Honduras,Honduras,,,(+504) 9782-5946,,http://www.cofamiprohonduras.org/,https://www.facebook.com/Cofamipro-Comite-de-Familiares-de-Migrantes-Desaparecidos-del-Progreso-107037279389677/?ref=page_internal,,,,
org123,"Comité de Familiares de Personas Detenidas Desaparecidas en México, COFADDEM ""Alzando Voces""",Colectivo,México,Michoacán,,,44-33-77-83-84,contacto@cofaddem.org,https://cofaddem.org/?fbclid=IwAR1eoQc8iqejSqsO1XaUD4dmprGvnos9lZ0ZI2TrkflZzS5tH5W00_UIPf8,https://www.facebook.com/CofaddemAlzandoVoces/,,,,
org124,Comité de Familias Migrantes Desaparecidos del Salvador (COFAMIDE),Colectivo,El Salvador,El Salvador,San Salvador,"Centro Histórico de SS, San Salvador, El Salvador",(+503) 2260-2841,cofamide.elsalvador@yahoo.com,,https://www.facebook.com/Cofamide/,,,,
org125,Comité Desaparecidos en Guerrero,Colectivo,México,Guerrero,,,74-75-17-42-07,tadecoac@hotmail.com,,https://www.facebook.com/comitedesaparecidos/,,,,
org126,Comité Internacional de la Cruz Roja,Organismo Internacional,México,Ciudad de México,Miguel Hidalgo,"Calzada General Mariano Escobedo 526, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, México",55-25-81-21-10,mex_mexico@icrc.org,https://www.icrc.org/es/where-we-work/americas/mexico,https://www.facebook.com/ICRCespanol/,https://twitter.com/cicr_es?lang=en,,,
org127,Comunidad Ciudadana en Búsqueda de Desaparecidos,Colectivo,México,Tamaulipas,,,,,,https://www.youtube.com/watch?v=4sznTAZDlXc,,,,
org128,Consejo de la Judicatura Federal (CJF),Gobierno Federal,México,Ciudad de México,,"Insurgentes Sur 2417, San Ángel. Álvaro Obregón, C.P. 01000, Ciudad de México",55-54-90-80-00,,https://www.cjf.gob.mx/,https://twitter.com/CJF_Mx,,,,
org129,Consejo Nacional Ciudadano,ONG,México,Ciudad de México,,,,consejociudadano_snb@outlook.com,,"https://www.facebook.com/CCiudadanoSNBmx/

",,,,
org130,Corazones Ausentes,Colectivo,México,Veracruz,,,29-61-10-99-98,corazonesausentes@hotmail.com,,https://www.facebook.com/Colectivo-Corazones-Ausentes-578163766196243/,,,,
org131,Data Cívica,ONG,México,Ciudad de México,,,,,https://datacivica.org/,https://www.facebook.com/datacivica,https://twitter.com/datacivica,,,
org132,De Frente Hasta Encontralos,Colectivo,México,Tamaulipas,,,,,,https://www.facebook.com/Luz-De-Esperanza-414853388992861/,,,,
org133,De Pie Hasta Encontrarte Guanajuato ,Colectivo,México,Guanajuato,,,47-21-59-81-42,sandrasanchez28887@gmail.com,,https://www.facebook.com/Colectivo-De-Pie-Hasta-Encontrarte-Guanajuato-102622641687088/?hc_ref=ARRDrO25Y4Yd2taNy7BIgZuM7gsMpIavp6Us1W9wqM5zQS4b9pLr29YLKI1jzvUtpi4&fref=nf&__tn__=kC-RR,,,,
org134,Desaparecer en Baja California,ONG,México,Baja California,,,,,https://desaparecerenbc.elementaddhh.org/,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdesaparecerenbc.elementaddhh.org&t=Desaparecer%20en%20Baja%20California%20%E2%80%94%20Un%20espacio%20para%20la%20memoria%20colectiva.,,,,
org135,Desaparecidas en Puebla,Colectivo,México,Puebla,,,,,,https://www.facebook.com/DesaparecidasPuebla/,,,,
org136,Desaparecidas en Sonora,Colectivo,México,Sonora,,,,,,https://www.facebook.com/desaparecidosensonora/,,,,
org137,Desaparecidos Córdoba Veracruz,Colectivo,México,Veracruz,,,,,,https://www.facebook.com/Desaparecidos-C%C3%B3rdoba-Veracruz-1608380476097242/,,,,
org138,Desaparecidos del Fuerte Sinaloa,Colectivo,México,Sinaloa,Ahome,,,,,https://www.facebook.com/groups/751644074902701,,,,
org139,Desaparecidos en Honduras,ONG,Honduras,,,,,,,https://www.facebook.com/desaparecidoshonduras/,,,,
org140,Desaparecidos En La Frontera,Solidarios,US-México,,,,(+1) 912-324-0143,,,https://www.facebook.com/Desaparecidos-En-La-Frontera-474258846064199/timeline/,,,,
org141,Desaparecidos en Sinaloa (Jesús A. Bustamante Rivera),Periodismo,México,Sinaloa,,,,,https://desaparecidosensinaloa.com/contacto/,https://www.facebook.com/Desaparecidos-en-Sinaloa-102000761588297/,,,,
org142,Desaparecidos Justicia AC Querétaro,Colectivo,México,Querétaro,,,,djusticiacqueretaro@gmail.com,,https://www.facebook.com/desaparecidosjusticia.ac.queretaro/,,,,
org143,Desaparecidos y no localizados en Baja California,Colectivo,México,Baja California,,,66-48-22-35-29,,,https://www.facebook.com/Desaparecidos-y-no-localizados-en-Baja-California-104786874754396/,,,,
org144,Deudos y Defensores por la Dignidad de Nuestros Desaparecidos,Colectivo,México,Estado de México,,,,,,https://www.facebook.com/groups/FAMILIARESDESAPARECIDOS/,https://twitter.com/deudosd,,,
org145,Deutsche Menschenrechtskoordination Mexiko (Coordinación Alemana por los Derechos Humanos en México),ONG,Alemania,,,"Am Sudhaus 2, 12053 Berlin, Germany",(+49) 030-473-82710,"info@mexiko-koordination.de, presse@mexiko-koordination.de",https://www.mexiko-koordination.de/?l=de,,,,,
org146,"El Centro de Derechos Humanos Fray Bartolomé de Las Casas, A.C., (Frayba)",ONG,México,Chiapas,,"Brasil 14, Barrio de Mexicanos, 29240 San Cristóbal de las Casas, Chis., Mexico",96-76-78-73-95,frayba@frayba.org.mx,https://frayba.org.mx/contacto/,https://twitter.com/CdhFrayba,,,,
org147,El Día Después,ONG,México,,,,,contacto@eldiadespues.mx,https://eldiadespues.mx/contactanos/,https://www.facebook.com/eldiadespuesmx,,,,
org148,El Movimiento por Nuestros Desaparecidos en México,ONG,México,,,,,,https://memoriamndm.org/,https://www.facebook.com/movNDmx,,,,
org149,"En busca de Nuestros Desaparecidos en Navolato, Sinaloa",Colectivo,México,Sinaloa,Navolato,,66-73-52-76-65,vampiiira8@gmail.com,,https://www.facebook.com/Colectivo-En-Busca-de-Nuestros-Desaparecidos-en-Navolato-Sin-AC-105438918250884/,,,,
org150,En búsqueda de verdad y justicia para los nuestros,Colectivo,México,Nayarit,,,31-11-03-00-68,pinzonlety@hotmail.com,,https://www.facebook.com/bvj09/,,,,
org151,En Búsqueda Los Cabos,Colectivo,México,Baja California Sur,,,,,,https://www.facebook.com/En-búsqueda-Los-Cabos-165171610704965/,,,,
org152,Enlaces Familiares Xalapa,Colectivo,México,Veracruz,Xalapa,,,,,https://www.facebook.com/familias.enlacesxalapa,,,,
org153,Entre El Cielo y Tierra No Hay Nada Oculto,Colectivo,México,Jalisco,,,39-39-33-75-61,entrecieloytierra00@gmail.com,,"https://www.facebook.com/ColectivoEntreCieloYTierra/
",https://twitter.com/CieloColectivo,,,
org154,Eslabones Nuevo León Por Los Derechos Humanos,Colectivo,México,Nuevo León,,,55-84-90-02-57,eslabonesregionnorte@gmail.com,,https://www.facebook.com/eslabonl/,https://twitter.com/eslabones_nl,,,
org155,Espacio OSC,ONG,México,,,,,contacto@espacio.osc.mx,https://espacio.osc.mx/sobre-espacio-osc/,https://twitter.com/EspacioOsc,,,,
org156,Familares en tu búsqueda Michoacán ,Colectivo,México,Michoacán,,,44-34-03-53-12,,,https://www.facebook.com/pages/category/Personal-Blog/Familiares-en-tu-b%C3%BAsqueda-Michoac%C3%A1n-118491346403800/,,,,
org157,Familiares acompañados por el Centro de Derechos Humanos de las Mujeres (CEDHEM),Colectivo,México,Chihuahua,Chihuahua,,61-44-15-41-52,comunicacion@cedehm.org.mx,https://cedehm.org.mx/es/donde-estan/,https://www.facebook.com/CentroCEDEHM,https://twitter.com/cedehm,,,
org158,Familiares Caminando Por Justicia,Colectivo,México,Michoacán,,,44-34-84-82-06,caminandoxlajusticia@hotmail.com,https://caminandoxjusticia.wixsite.com/misitio?fbclid=IwAR1nH2LCxINCHvGGhQLhJgs3E01aEhOX4rUP_2_VSV1u4SYONj8vOvO3rsM,https://www.facebook.com/CaminandoxJusticia/,https://www.instagram.com/Caminandoxjusticia/?fbclid=IwAR2otEFkQbf2wIh2fkXhoWXTG_xYBzO74v_T0SBp0NJe6PzFQrvyOENm2YE,,,
org159,Familiares en Búsqueda María Herrera,Colectivo,México,Veracruz,Poza Rica,,,familiaresenbúsqueda@gmail.com,,https://www.facebook.com/búsquedadefamiliaresmx/,https://twitter.com/fam_búsqueda,,,
org160,Familiares en Búsqueda María Herrera,Colectivo,México,Nacional,,,,familiaresenbúsqueda@gmail.com,,https://www.facebook.com/búsquedadefamiliaresmx/?ref=page_internal,https://twitter.com/fam_búsqueda,,,
org161,Familias de Acapulco en Busca de sus Desaparecidos A.C.,Colectivo,México,Guerrero,Acapulco,,74-42-85-01-41,familiasdeacapulco.enbusca@hotmail.com,https://www.desaparecidosacapulco.com/nuestra-historia/,https://www.facebook.com/Familias-de-Acapulco-en-Busca-de-sus-Desaparecidos-A-C-751258501685049,https://twitter.com/FamdeAcaenBusca,,,
org162,Familias Desaparecidos Orizaba - Córdoba,Colectivo,México,Veracruz,Orizaba,,,,,https://www.facebook.com/Colectivo-Familias-Desaparecidos-Orizaba-Cordoba-218804322025217/about/?ref=page_internal,https://twitter.com/desaparecidosOC,,,
org163,Familias recuperando tesoros en Puerto Peñasco,Colectivo,México,Sonora,Puerto Peñasco,"Blvd. Benito Juárez García 4073, Centro, 83550 Puerto Peñasco, Son., Mexico",63-81-14-84-52,,,,,,,
org164,"Familias Unidas en busca de una esperanza, Zacatecas",Colectivo,México,Zacatecas,,,,lupita-vp2003@hotmail.com,,https://www.facebook.com/Familias-Unidas-en-busca-de-una-esperanza-Zacatecas-129036964495276/about/?ref=page_internal,,,,
org165,Familias Unidas en Contra de la Impunidad de Mexicali Baja California,Colectivo,México,Baja California,Mexicali,,68-61-65-89-88,yudithcuevas7@gmail.com,,https://www.facebook.com/Colectivo-Familias-Unidas-en-Contra-de-la-Impunidad-102959641091042/,,,,
org166,Familias Unidas por la Verdad y la Justicia,Colectivo,México,Chihuahua,Ciudad Juárez,,65-66-74-48-52,psicologiaporlapaz@gmail.com,,https://www.facebook.com/Familias-Unidas-por-la-Verdad-y-la-Justicia-105669884645627/,https://twitter.com/unidasverdad?lang=en,,,
org167,Familias Unidas por Nayarit,Colectivo,México,Nayarit,,,31-12-35-79-71,sanfat0707@hotmail.com,,https://www.facebook.com/cofaunay/,https://twitter.com/cofaunnay,,,
org168,Familias Unidos por Nuestros Desaparecidos,Colectivo,México,,,,,,,https://www.facebook.com/Colectivo-Familias-Unidos-Por-Nuestros-Desaparecidos-109347694005791/,,,,
org169,Federación Latinoamericana de Asociaciones de Familiares de Detenidos-Desaparecidos (FEDEFAM),ONG,América Latina,,,,(+58) 2-564-0503,fedefamorg@cantv.net,http://www.desaparecidos.org/fedefam/,,,,,
org170,Fiscalía Contra la Desaparición Forzada de Personas y la Cometida por Particulares - Chiapas,GobiernoLocal,México,Chiapas ,,"Libramiento Norte y Rosa Oriente 2010, El Bosque, 29049 Tuxtla Gutiérrez, Chis., México",96-16-17-23-00,fcdfpcp@fge.chiapas.gob.mx,https://www.fge.chiapas.gob.mx/Informacion/Directorio/Organo?id=1058,https://www.facebook.com/FGEChiapasOficial/,,,,
org171,"Fiscalía de Distrito, Zona Centro, Chihuahua",GobiernoLocal,México,Chihuahua ,,"Av. Teófilo Borunda y calle 25 s/n, Colonia Santo Niño. Chihuahua, Chih.",61-44-29-33-00,,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-centro/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org172,"Fiscalía de Distrito, Zona Noroeste, Chihuahua",GobiernoLocal,México,Chihuahua ,,"Avenida Naciones Unidas s/n, Colonia Centro C.P. 31700",63-66-49-09-77,,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-noroeste/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org173,"Fiscalía de Distrito, Zona Norte, Chihuahua",GobiernoLocal,México,Chihuahua ,,"Eje Vial Juan Gabriel y Aserraderos, col. San Antonio, Ciudad Juárez, Chih.",61-44-29-33-00,,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-norte/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org174,"Fiscalía de Distrito, Zona Occidente, Chihuahua",GobiernoLocal,México,Chihuahua ,,"Calle Séptima y Guatemala s/n Colonia Agrícola San Antonio C.P. 31510, Ciudad Cuauhtémoc, Chihuahua.",61-44-29-33-00,,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-occidente/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org175,"Fiscalía de Distrito, Zona Sur, Chihuahua",GobiernoLocal,México,Chihuahua ,,"Hgo. del Parral Chih. Edificio de Gobierno, Av. 20 de noviembre #32, Col. Centro, CP. 338800",86-27-52-39-50,,http://fiscalia.chihuahua.gob.mx/fiscalia-de-distrito-zona-sur/,https://www.facebook.com/fiscaliachihuahua,https://twitter.com/Fiscalia_Chih,,,
org176,Fiscalía de Investigación y Persecución de los Delitos en Materia de Desaparición Forzada de Personas y la Desaparición Cometida por Particulares y Búsqueda de Personas Desaparecidas - Ciudad de México,GobiernoLocal,México,Ciudad de México,,"Av. Jardin 356, Col del Gas, Azcapotzalco, 02950 Ciudad de México, CDMX, México",55-53-45-50-67,gestion_fiscal@fgjcdmx.gob.mx,https://www.fgjcdmx.gob.mx/nuestros-servicios/servicios-la-ciudadania/consulta-fipede,"https://twitter.com/FiscaliaCDMX
https://www.facebook.com/FGJCiudadDeMéxico/. ",,,,
org177,Fiscalía Especial en Personas Desaparecidas del Estado de Jaslico,GobiernoLocal,México,Jalisco ,,"C. 14 2550, Colón Industrial, 44940 Guadalajara, Jal., México",33-37-38-60-00,blancajacqueline.trujillo@jalisco.gob.mx,https://fiscalia.jalisco.gob.mx/,https://www.facebook.com/FiscaliaJal/,,,,
org178,Fiscalía Especializada de Desaparición Forzada de Personas del Estado de Morelos,GobiernoLocal,México,Morelos ,,"Boulevard Apatlaco 165, Colonia Campo del Rayo, Temixco, Morelos, 62590",77-71-09-12-48,,,,,,,
org179,Fiscalía Especializada en Investigación de los Delitos de Desaparición Forzada de Personas y Desaparición Cometida por Particulares - Puebla,GobiernoLocal,México,Puebla,,"Privada de la 5 B Sur, Colonia Gabriel Pastor. C.P 72420",22-22-14-64-05,fiscalia.desaparicion@fiscalia.puebla.gob.mx,https://fiscalia.puebla.gob.mx/index.php/tramites-y-servicios/servicios/recepcion-de-denuncias-desaparicion-forzada,,,,,
org180,Fiscalía Especializada en Investigaciones de Violaciones de Derechos Humanos y Desaparición Forzada - Chihuahua,GobiernoLocal,México,Chihuahua ,,"Av. Paseo Bolívar 712, Bolívar, Zona Centro, 31000 Chihuahua, Chih., México",61-44-29-33-00,,http://fiscalia.chihuahua.gob.mx/fiscalia-especializada-en-investigaciones-de-violaciones-de-derechos-humanos-y-desaparicion-forzada/,https://www.facebook.com/fiscaliachihuahua,,,,
org181,Fiscalía Especializada en la Investigación de Delitos de Desaparición Forzada de Personas en Tamaulipas ,GobiernoLocal,México,Tamaulipas,Ciudad Victoria ,"C.P. 87039, Ciudad Victoria, Tamaulipas, México",83-43-18-51-18,,https://www.fgjtam.gob.mx/facultades-de-areas/fiscalia-especializada-de-personas-no-localizadas/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.fgjtam.gob.mx%2Ffacultades-de-areas%2Ffiscalia-especializada-de-personas-no-localizadas%2F,,,,
org182,Fiscalía Especializada en Materia de Desaparición Forzada y Búsqueda de Personas Desaparecidas - Guerrero,GobiernoLocal,México,Guerrero ,,"René Juárez Cisneros S/N, El Potrerito, 39098 Chilpancingo de los Bravo, Gro., México",1800-83-27-692,,https://fiscaliaguerrero.gob.mx/category/alba/,https://www.facebook.com/fiscaliaguerrero?_rdr=p,,,,
org183,Fiscalía Especializada en Materia de Desaparición y Localización de Personas - Aguascalientes,GobiernoLocal,México,Aguascalientes,,"Av Héroe de Nacozari S/N, San Luís, 20250 Aguascalientes, Ags., México",44-94-78-28-00,capea@fiscalia-aguascalientes.gob.mx,,,,,,
org184,Fiscalía Especializada en Personas Desaparecidas y No Localizadas - Tlaxcala ,GobiernoLocal,México,Tlaxcala,,"Liramiento Poniente Sn, Col. Unitlax, 90000 Tlaxcala de Xicohténcatl, Tlax., México",24-66-88-80-48,mp_desaparecidos@pgjtlaxcala.gob.mx,https://fepdnl.pgjtlaxcala.gob.mx/,https://www.facebook.com/Fiscal%C3%ADa-de-B%C3%BAsqueda-de-Personas-Desaparecidas-del-estado-de-Tlaxcala-111354943552904/,,,,
org185,"Fiscalía Especializada para la Atención de Desaparición Forzada de Personas - Zacatecas
",GobiernoFederal,México,Zacatecas ,,"Lomas del Patrocinio, 98000 Zacatecas, México",49-23-45-29-96,,https://catalogoestatal.zacatecas.gob.mx/tramites/357,https://www.facebook.com/FiscaliaZac,,,,
org186,Fiscalia Especializada para la Búsqueda de Personas Desaparecidas e Investigaciòn de la Desaparicion Forzada de Personas FGE - Tabasco,GobiernoLocal,México,Tabasco,Villahermosa,"Av Paseo Usumacinta 802, Gil y Saenz, 86070 Villahermosa, Tab., México",99-33-13-65-50,"personasdesaparecidas16@gmail.com 
bdpersonas2@fiscaliatabasco.gob.mx
bdpersonas@fiscaliatabasco.gob.mx",https://www.fiscaliatabasco.gob.mx/AtencionVictimas/PersonasDesaparecidas,https://www.facebook.com/PersonasDesaparecidasTAB/?ref=page_internal,,,,
org187,Fiscalía Especializada para la Investigación y Persecución de los Delitos de Desaparición Forzada de Personas y Desaparición Cometida por Particulares - Michoacán,GobiernoLocal,México,Michoacán ,,"Calz La Huerta 3056, 58086 Morelia, Mich., México",44-33-08-22-28,fiscaliadesaparecidos@fiscaliamichoacan.gob.mx,https://directorio.fiscaliamichoacan.gob.mx/Oficina/MjA1NQ==,https://www.facebook.com/FiscaliaMich/,,,,
org188,Fiscalía Especializada para la Investigación y Persecusión de Delitos en Materia de Desaparición Forzada de Personas y Desaparición Cometida por Particulares - Estado de México,GobiernoLocal,México,Estado De México ,,"Calle Paseo Matlatzincas 1100, La Teresona, 50040 Toluca de Lerdo, Méx., México",72-22-83-20-12,fiscaliadesaparecidos2014@gmail.com,http://www.fiscaliadesaparecidosedomex.org.mx/,,,,,
org189,Fiscalía General de Aguascalientes,GobiernoLocal,México,Aguascalientes ,Aguascalientes ,"Av. Héroe de Nacozari 201 (Edif. de Policía Ministerial) Col. San Luis, Aguascalientes, Ags., México",80-08-01-33-24,"capea@fiscalia-aguascalientes.gob.mx 
buzon.fgea@fiscalia-aguascalientes.gob.mx",https://www.fiscalia-aguascalientes.gob.mx/,https://www.facebook.com/profile.php?id=100064379631884,https://twitter.com/capea_ags,,,
org190,Fiscalía General de Baja California,GobiernoLocal,México,Baja California ,,"Calz. de los Presidentes 1199, Río Nuevo, 21120 Mexicali, B.C., México",68-69-04-41-00,webmaster@fgebc.gob.mx,,https://www.facebook.com/fgebaja,,,,
org191,Fiscalía General de Campeche,GobiernoLocal,México,Campeche,Campeche ,"Av López Portillo S/N, Sascalum, 24095 Campeche, Camp., México",98-18-11-94-00,pgj@pgj.campeche.gob.mx,http://www.fgecam.campeche.gob.mx/?page_id=74,https://www.facebook.com/FiscaliaGeneralDelEstadoDeCampeche,https://twitter.com/fgecam?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,
org192,"Fiscalía General de Cancún, Quintana Roo",GobiernoLocal,México,Quintana Roo,Cancún,"Av. Xcaret esquina Kabah, Supermanzana 21, Manzana 3, Lote 13 C.P. 77500.",998 881 7150,,https://www.fgeqroo.gob.mx/portal/,https://www.facebook.com/FGEQuintanaRoo/,https://twitter.com/FGEQuintanaRoo,,,
org193,"Fiscalía General de Celaya, Guanajuato",GobiernoLocal,México,Guanajuato ,Celaya ,"Avenida Heliotropo S/N Col. Las Flores Celaya, Gto.",47-37-35-21-00,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org194,"Fiscalía General de Chetumal, Quintana Roo",GobiernoLocal,México,Quintana Roo,Chetumal,"Av. Adolfo López Mateos No. 500 esq. Av. Nápoles. Chetumal, Quintana Roo, C.P. 77035.",98-38-35-00-50,,https://www.fgeqroo.gob.mx/portal/,https://www.facebook.com/FGEQuintanaRoo/,https://twitter.com/FGEQuintanaRoo,,,
org195,Fiscalía General de Chiapas,GobiernoLocal,México,Chiapas ,Tuxtla Gutiérrez,"Libramiento Norte y Rosa del Oriente Num. 2010, El Bosque, C.P. 29049, Tuxtla Gutiérrez, Chiapas",96-16-17-23-00,fcdfpcp@fge.chiapas.gob.mx,https://www.fge.chiapas.gob.mx/Informacion/Directorio/Organo/1058,https://www.facebook.com/FGEChiapasOficial,https://twitter.com/FGEChiapas?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,
org196,Fiscalía General de Ciudad de México,GobiernoLocal,México,Ciudad de México,,"Calle Gral. Gabriel Hernández 56 Colonia Doctores, Alcaldía Cuauhtémoc C.P. 06720, Ciudad de México",55-52-00-90-00,gestion_fiscal@fgjcdmx.gob.mx,https://www.fgjcdmx.gob.mx/,https://www.facebook.com/FGJCiudadDeMexico/,https://twitter.com/FiscaliaCDMX,,,
org197,Fiscalía General de Coahuila,GobiernoLocal,México,Coahuila ,Saltillo,"Humberto Castilla Salas 600, Nuevo Centro Metropolitano de Saltillo, 25050 Saltillo, Coah., México",84-44-38-07-00,fiscaliageneraldel estado@coahuila.gob.mx,http://www.fiscaliageneralcoahuila.gob.mx/,https://www.facebook.com/FGECOAHUILAoficial/,https://twitter.com/fgecoahuila,,,
org198,Fiscalía General de Colima,GobiernoLocal,México,Colima ,,"Av. Ejercito Mexicano #200, Col. Los trabajadores, Colima, Col.",31-23-1645,comunicacionsocialfge@fgecolima.mx,http://www.fgecolima.mx/index.php,https://www.facebook.com/FiscaliaColima/,,,,
org199,Fiscalía General de Durango,GobiernoLocal,México,Durango ,,"Km 7.5, Durango - Torreon, Cd Industrial, 34208 Durango, México",61-81-37-37-30,,http://fiscalia.durango.gob.mx/guia-por-delito/desaparicion-de-personas/,https://www.facebook.com/DgoFiscalia/,https://twitter.com/dgofiscalia,,,
org200,Fiscalía General de Guanajuato,GobiernoLocal,México,Guanajuato ,Guanajuato,"Complejo Miguel Hidalgo y Costilla, Camino a San José de Cervera 140 Guanajuato, Gto.",47-37-35-21-00,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org201,Fiscalía General de Guerrero,GobiernoLocal,México,Guerrero,,"René Juárez Cisneros S/N, El Potrerito, 39098 Chilpancingo de los Bravo, Gro., México",74-74-94-29-99,,https://fiscaliaguerrero.gob.mx/,https://www.facebook.com/fiscaliaguerrero,https://twitter.com/FGEGuerrero?ref_src=twsrcgoogletwcampserptwgrauthor,,,
org202,Fiscalía General de Hidalgo,GobiernoLocal,México,Hidalgo,Pachuca ,"Carretera México – Pachuca Km 84.5, Centro  Cívico Pachuca de Soto, Hidalgo, México",77-17-17-90-00,webhgo@hidalgo.gob.mx,https://procuraduria.hidalgo.gob.mx/,https://www.facebook.com/pgjeh/,https://twitter.com/PGJE_Hidalgo?lang=es,,,
org203,"Fiscalía General de Irapuato, Guanajuato",GobiernoLocal,México,Guanajuato ,Irapuato,"Teresa Vara S/N Colonia Morelos Irapuato, Gto.",47-37-35-21-00,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org204,Fiscalía General de Jalisco,GobiernoLocal,México,Jalisco ,,"C. Ignacio Herrera y Cairo, 44200 Guadalajara, Jal., México",33-38-37-60-00,,https://fge.jalisco.gob.mx/,https://www.facebook.com/FiscaliaJal/,https://twitter.com/fiscaliajal,,,
org205,Fiscalía General de la República,GobiernoFederal,México,Ciudad de México,,"Insurgentes Glorieta No. 20, Insurgentes Avenue, 06700 Col. Roma Norte, México City",33-53-46-00-00,gobmx@funcionpublica.gob.mx,https://www.gob.mx/fgr,https://www.facebook.com/gobMéxico,,,,
org206,"Fiscalía General de León, Guanajuato",GobiernoLocal,México,Guanajuato ,León,"Carretera León-Cuerámaro K.M 4.5 Edificio de Prevención Social y Justicia Ciudad Industrial León, Gto.",47-37-35-21-00,,https://portal.fgeguanajuato.gob.mx/PortalWebEstatal/Inicio/Formularios/index.aspx,https://www.facebook.com/FGEGuanajuato/,https://twitter.com/FGEGUANAJUATO,,,
org207,Fiscalía General de Michoacán,GobiernoLocal,México,Michoacán,,"Perif. Paseo de la República #5000, Sentimientos de la Nación, 58170 Morelia, Mich., México",44-33-22-36-00,,https://www.fiscaliamichoacan.gob.mx/,https://www.facebook.com/FiscaliaMich/,https://twitter.com/FiscaliaMich?lang=es,,,
org208,Fiscalía General de Morelos,GobiernoLocal,México,Morelos,,"Ard, Blvd. Apatlaco 165, Campo Del Rayo, 62590 Temixco, Mor., México",77-73-29-15-00,,https://fiscaliamorelos.gob.mx/,https://www.facebook.com/FiscaliaGeneralMorelos/,https://twitter.com/Fiscalia_Mor,,,
org209,Fiscalía General de Nayarit,GobiernoLocal,México,Nayarit ,,"Av. Tecnológico 3825, Microindustria, 63173 Tepic, Nay., México",31-11-29-60-00,fiscalgeneral@nayarit.gob.mx,https://fiscaliageneral.nayarit.gob.mx/web/?fbclid=IwAR2Ki8120y0lieUFRpGG0FA0uAfi67Y_Ct4siHWTN7Ku9xcab4AKjPKD8Jo,"https://twitter.com/NayaritFiscalia
FB; https://www.facebook.com/FiscaliaNayarit/",,,,
org210,Fiscalía General de Nuevo León,GobiernoLocal,México,Nuevo León,,"C. San Luis Potosí 301, Independencia, 64720 Monterrey, N.L., México",81-20-20-40-00,,https://www.nl.gob.mx/pgj,https://www.facebook.com/fiscaliageneraldejusticianl,https://twitter.com/fiscalianl,,,
org211,Fiscalía General de Oaxaca,GobiernoLocal,México,Oaxaca ,,"Carretera Puerto Escondido s/n, 71257 Reyes Mantecón, Oax., México",50-16-900,fiscaliacomsoc@gmail.com,http://fge.oaxaca.gob.mx/index.php/personas-desaparecidas,https://www.facebook.com/FISCALIAGobOax//,,,,
